"Latitude","Longitude","Bathymetry","Abundance"
0.651006711409396,0.63758389261745,1.31161896802528,12.5880769629639
0.369127516778523,0.610738255033557,1.01883422101831,10.8745021928537
0.469798657718121,0.583892617449664,1.11562770069312,7.67398470938422
0.731543624161074,0.865771812080537,1.47772455084494,3.60993563072511
0.664429530201342,0.644295302013423,1.32314071064674,13.5149161916278
0.315436241610738,0.691275167785235,0.988225068396403,3.73396622661973
0.738255033557047,0.932885906040268,1.53066446143529,3.0951956131992
0.268456375838926,0.986577181208054,1.1004525497695,6.55156223967206
1,0.973154362416107,1.80509182153342,6.95060374543259
0.684563758389262,0.624161073825503,1.33277841655249,14.8308399737142
0.677852348993289,0.63758389261745,1.31847416459966,13.3215393977513
0.671140939597315,0.610738255033557,1.30928545954334,13.762729316373
0.456375838926175,0.651006711409396,1.11245650166556,6.16177594318448
0.409395973154362,0.610738255033557,1.06385379554819,10.5087789236774
0.187919463087248,0.154362416107383,0.935732648709351,5.17258201588725
0.308724832214765,0.932885906040268,1.09575942874789,8.62059618860844
0.61744966442953,0.624161073825503,1.26962229196165,5.77120198133502
0.174496644295302,0.711409395973154,0.843255893664394,1.65152515319376
0.711409395973154,0.604026845637584,1.36656701008973,10.5849038883396
0.939597315436242,0.899328859060403,1.70968949577677,5.08536052094226
0.818791946308725,0.469798657718121,1.46382454081197,3.2476439610385
0.973154362416107,0.140939597315436,1.72041512176931,13.2158910690676
0.838926174496644,0.812080536912752,1.54822232983646,6.62608372823184
0.402684563758389,0.630872483221476,1.05688485028789,14.335184107918
0.369127516778523,0.644295302013423,1.02256515044372,12.3790639357564
0.429530201342282,0.671140939597315,1.09216470331833,10.4313285427594
0.389261744966443,0.644295302013423,1.0437930210089,15.4623463737171
0.724832214765101,0.651006711409396,1.37449422667715,10.4328382622844
0.328859060402685,0.308724832214765,1.00624670052211,4.04184335050694
0.395973154362416,0.664429530201342,1.05659038873651,11.2145640570435
0.973154362416107,0.174496644295302,1.69865943665318,8.72799054329223
0.671140939597315,0.684563758389262,1.34219284614721,7.22643895899738
0.966442953020134,0.174496644295302,1.68529825847792,8.58761213179202
0.395973154362416,0.624161073825503,1.03933346266082,13.5183221410298
0.523489932885906,0.194630872483221,1.22418034931498,4.49763508816847
0.959731543624161,0.899328859060403,1.71907623218991,6.31754240438546
0.516778523489933,0.657718120805369,1.17348855996315,4.86938650383978
0.664429530201342,0.63758389261745,1.31921838281334,14.4523129805662
0.812080536912752,1,1.64749775147033,5.62406198291308
0.38255033557047,0.946308724832215,1.18102860789146,9.79977415099318
0.751677852348993,0.429530201342282,1.40091784363776,4.56385650414982
0.771812080536913,0.0469798657718121,1.58289993553677,6.60837326958206
0.731543624161074,0.550335570469799,1.37563333752399,4.98316545776675
0.986577181208054,0.409395973154362,1.62942726659801,7.77879465056322
0.315436241610738,1,1.1647301646826,8.08475898772474
0.429530201342282,0.738255033557047,1.1272081744648,4.91230677619585
0.671140939597315,0.624161073825503,1.32901351333179,15.2513054996716
0.348993288590604,0.429530201342282,0.998576383409828,8.71848172566332
0.838926174496644,0.751677852348993,1.53224841932978,5.50307021020989
0.651006711409396,0.187919463087248,1.37034889367434,5.99611042819882
0.355704697986577,0.590604026845638,0.997450438799612,8.71614438344952
0.671140939597315,0.758389261744966,1.3694142135313,4.11860019006051
0.328859060402685,0.973154362416107,1.14465855674001,9.35550642484834
0.711409395973154,0.644295302013423,1.37397758708135,12.5609712520132
0.697986577181208,0.644295302013423,1.34572451816348,14.776879852829
0.657718120805369,0.630872483221476,1.32054865427676,14.4687680329649
0.973154362416107,0.134228187919463,1.71940388415518,11.4142237388491
0.442953020134228,0.932885906040268,1.23090865218046,8.15090650269166
0.442953020134228,0.865771812080537,1.18519279144358,6.31931647688403
0.664429530201342,0.664429530201342,1.32874673676577,9.75595547405032
